0 0 0 2 0 0 0
0 0 0 1 4 1 4
1 0 0 0 0 0 1
1 0 0 0 1 0 2
1 0 0 0 0 0 0
1 0 0 0 1 0 0
1 0 0 0 0 0 0
0 0 0 3 5 5 6
0 0 0 0 0 1 0
0 0 0 0 0 2 0
1 0 0 0 0 0 0
0 0 0 0 1 0 4
0 0 0 2 2 0 3
0 0 0 4 2 5 0
1 0 0 0 3 0 0
1 0 1 0 0 0 0
0 0 1 0 0 1 1
1 0 0 0 1 1 2
0 0 1 3 2 1 3
1 0 0 0 0 0 4
0 0 0 0 0 3 0
0 0 0 0 0 3 2
0 0 0 8 9 9 8
0 0 0 1 1 0 2
1 0 0 0 0 0 0
1 0 0 0 2 3 0
0 0 0 0 2 5 2
1 0 0 1 0 2 0
1 0 0 3 4 7 1
0 0 0 0 5 4 1
0 0 0 1 0 1 0
0 0 0 12 7 5 2
0 0 0 0 9 9 5
0 0 0 1 5 4 4
0 0 0 3 12 12 6
0 0 1 0 4 3 4
0 0 1 1 15 9 6
0 0 0 2 2 1 3
0 0 0 0 2 4 2
0 0 0 2 3 8 1
0 0 0 2 7 4 6
0 0 0 0 0 1 2
0 0 0 0 3 5 4
0 0 0 0 0 0 1
0 0 0 0 1 0 0
0 0 0 5 6 6 7
1 0 0 0 0 0 0
0 0 0 11 5 0 1
1 0 0 0 0 1 0
1 0 0 0 0 0 1
1 0 0 0 0 0 0
1 0 0 2 2 1 0
1 1 0 0 1 0 0
0 0 0 0 2 1 0
0 0 0 0 0 7 0
1 1 0 1 1 1 3
0 1 0 1 0 0 0
0 1 0 0 0 0 0
0 1 0 0 0 1 0
1 1 0 1 0 0 0
0 1 0 1 0 1 1
0 1 0 1 2 2 0
1 1 0 0 0 2 4
1 1 0 2 1 0 2
1 1 0 2 5 6 1
0 1 0 0 0 2 0
0 1 0 2 2 1 5
0 1 0 0 0 0 1
1 1 0 0 0 2 1
1 1 0 0 0 2 0
1 1 0 4 1 0 0
1 1 0 3 2 1 2
1 1 0 0 1 3 0
1 0 1 0 0 0 0
1 0 1 1 1 0 0
0 0 1 2 0 0 0
0 1 0 0 0 0 0
1 1 0 0 0 0 0
1 1 0 0 0 0 0
1 1 0 0 0 0 0
1 1 0 1 0 0 1
1 1 0 0 1 0 0
0 1 0 1 0 2 1
0 1 0 0 0 0 0
0 1 0 0 4 1 1
0 1 0 1 5 5 1
0 1 0 0 1 0 1
1 1 0 0 0 1 0
0 1 0 4 7 8 2
0 1 0 3 2 1 2
0 1 0 6 5 10 2
1 1 0 1 1 0 2
0 1 0 0 0 0 0
0 1 0 0 0 5 2
1 1 0 2 0 1 3
0 1 0 0 0 1 1
0 1 0 0 0 3 0
1 1 0 0 1 4 3
1 1 0 0 1 1 1
0 0 1 0 0 0 2
0 0 1 0 0 1 0
0 0 1 3 1 0 0
0 0 1 1 1 0 0
1 1 0 1 1 2 0
1 1 0 1 3 2 0
0 1 0 1 2 2 4
1 1 0 0 0 0 0
0 1 0 0 0 1 2
1 1 0 0 0 0 0
0 1 0 0 5 5 1
0 0 0 0 0 1 0
1 0 0 0 0 2 0
1 1 0 0 0 1 0
1 1 0 0 0 2 2
0 1 0 1 1 2 0
0 1 0 0 0 0 0
1 1 0 0 1 0 0
1 1 0 0 0 4 4
0 0 1 1 0 6 3
0 1 0 0 0 0 0
0 1 0 1 0 0 3
0 1 0 2 6 7 2
1 1 0 5 8 7 4
1 1 0 0 0 1 1
1 1 0 0 0 1 0
1 1 0 0 0 2 0
1 1 0 2 1 4 3
0 0 1 2 4 4 2
1 0 1 0 1 1 5
0 0 1 0 3 4 2
1 0 1 5 5 8 6
0 0 1 0 2 2 2
1 0 1 0 2 0 1
1 0 1 0 1 3 2
0 1 0 0 1 2 4
0 0 1 0 0 1 3
0 0 1 0 0 1 1
1 0 1 1 2 0 3
0 0 1 1 0 0 3
1 0 1 0 0 1 0
1 0 1 0 0 2 0
1 0 1 0 0 2 0
0 0 1 0 1 0 1
0 0 1 0 0 0 0
1 0 0 0 1 1 4
1 0 1 7 5 5 1
0 0 1 0 0 2 3
1 0 1 0 1 2 0
0 0 1 1 1 2 2
0 0 1 1 3 4 0
0 0 1 0 0 0 1
0 0 1 0 0 4 0
0 0 1 1 0 0 0
0 0 1 4 5 0 0
1 0 1 2 0 0 5
1 0 1 4 5 7 3
0 0 1 4 8 10 5
0 0 1 0 0 0 0
0 0 1 0 0 0 0
0 0 1 0 1 0 3
0 0 1 1 0 1 0
1 0 1 0 0 0 3
1 0 1 1 0 1 0
1 0 1 4 5 1 0
0 0 1 0 0 0 0
1 0 1 1 1 0 0
1 0 1 1 0 1 0
1 1 0 0 0 3 2
1 1 0 0 1 0 0
0 0 1 0 0 2 0
1 0 1 0 0 1 1
0 0 1 0 3 5 1
1 0 1 0 0 0 1
1 0 1 0 0 0 0
0 0 1 3 5 1 3
1 0 1 0 0 0 1
1 0 1 3 0 1 0
1 0 1 0 1 2 2
0 0 1 6 7 7 4
0 0 1 3 12 12 7
0 0 1 2 3 2 2
0 0 1 1 0 0 0
1 0 1 0 0 0 2
0 0 1 1 0 0 0
0 0 1 2 2 4 1
0 0 1 5 1 4 1
0 0 1 2 6 2 2
1 0 1 0 0 0 1
1 0 1 1 2 3 0
0 0 1 1 2 6 1
1 0 1 0 0 0 0
1 0 1 0 0 0 0
1 0 1 0 0 5 4
1 0 1 2 9 8 1
0 0 1 1 0 1 2
0 1 0 4 2 5 4
1 1 0 1 2 5 2
0 1 0 2 0 2 0
1 0 1 0 0 0 3
1 0 1 0 0 0 0
1 0 1 0 0 0 0
1 1 0 0 3 4 2
1 0 1 0 0 0 0
1 0 1 0 0 2 2
0 0 1 0 4 1 3
1 0 1 0 0 1 3
1 0 1 0 0 0 0
0 0 1 0 0 3 6
1 0 1 0 1 0 0
0 0 1 0 0 0 1
0 0 1 2 2 0 0
1 0 1 1 1 0 1
0 0 1 0 0 0 0
0 0 1 0 0 0 0
0 0 1 0 0 0 0
0 0 1 0 2 2 5
1 0 1 0 2 0 0
0 0 1 1 0 8 1
0 0 1 1 0 0 0
0 0 1 2 3 3 5
0 1 0 0 0 2 0
1 1 0 0 1 3 0
1 0 1 0 0 0 0
0 0 1 1 3 2 2
1 0 1 2 3 4 3
1 0 1 0 0 0 0
0 0 1 4 2 6 3
1 0 1 0 0 0 1
0 0 0 1 2 1 1
1 0 0 0 0 1 0
0 0 0 4 3 1 5
1 0 0 0 0 0 0
1 0 0 0 0 2 0
0 0 0 1 1 4 3
0 0 0 0 2 1 3
1 0 0 0 0 0 0
0 0 0 1 2 0 2
0 0 0 0 0 1 0
1 0 0 0 0 2 2
0 0 0 1 0 4 2
0 0 0 1 0 0 2
1 0 0 1 0 1 2
1 0 0 0 1 0 0
0 0 0 0 0 1 1
0 0 0 0 2 3 3
0 0 0 1 0 0 0
1 1 0 0 0 0 2
0 1 0 1 0 0 0
0 1 0 0 0 0 0
0 1 0 0 0 3 4
1 0 1 3 7 6 7
1 0 1 0 0 0 0
1 0 1 2 2 0 2
1 0 1 0 0 0 1
1 0 1 1 1 1 3
0 0 1 1 3 3 3
1 0 1 0 0 0 0
1 0 1 0 0 0 0
0 0 1 0 0 0 0
1 0 1 0 0 0 1
0 0 1 0 1 0 0
0 0 1 0 0 1 2
1 0 1 0 1 0 1
0 0 1 1 1 1 1
1 0 1 0 0 0 1
1 0 1 0 0 2 2
1 0 1 0 1 4 2
1 0 1 0 1 1 3
0 1 0 0 0 0 0
0 1 0 0 0 1 0
1 1 0 1 1 0 0
0 0 1 2 1 0 0
0 0 1 0 0 2 2
1 0 1 0 0 1 0
0 0 1 0 0 0 0
1 0 1 0 0 0 0
1 0 1 0 0 0 0
0 0 1 1 0 0 0
0 0 1 0 0 1 0
1 0 1 6 3 2 0
1 0 1 0 0 0 0
0 1 0 2 4 4 5
0 0 1 0 0 2 1
1 1 0 1 3 2 1
1 1 0 0 0 5 5
1 0 1 0 0 0 1
1 0 1 0 1 0 1
1 0 1 0 0 0 3
0 0 1 2 2 3 3
0 0 1 5 5 11 5
0 0 1 0 2 0 0
0 0 1 3 3 3 5
1 0 0 0 4 5 2
0 0 0 0 0 0 1
0 1 0 0 3 1 1
0 0 1 0 0 0 0
0 1 0 0 3 2 4
0 1 0 4 8 3 4
0 1 0 1 4 1 4
1 1 0 5 3 0 0
0 0 0 3 0 0 1
0 0 0 0 0 12 1
0 0 0 8 7 13 7
0 0 0 0 0 0 0
0 0 0 2 0 1 0
1 0 0 2 0 2 1
1 0 0 1 1 0 0
0 1 0 0 1 1 0
1 0 0 0 0 0 0
0 0 0 0 0 1 2
0 0 0 4 5 4 3
0 0 0 8 12 14 9
0 0 0 5 9 6 0
0 0 0 2 0 0 0
0 0 0 0 0 1 2
0 0 0 0 1 0 0
0 1 0 4 7 4 4
1 1 0 3 7 4 3
0 1 0 3 0 0 2
1 1 0 0 0 0 0
0 0 1 0 0 0 3
1 0 1 4 4 5 3
1 1 0 1 0 1 3
1 0 1 0 0 0 1
1 0 1 0 0 0 3
1 0 1 1 0 4 0
1 0 1 1 1 2 0
0 1 0 0 1 0 0
