1	0	0	0	1	2	0	-999	-999
2	0	0	0	1	1	4	-999	-999
3	1	0	0	1	0	0	-999	-999
4	1	0	0	1	0	1	-999	-999
5	1	0	0	1	0	0	-999	-999
6	1	0	0	1	0	1	-999	-999
7	1	0	0	1	0	0	-999	-999
8	0	0	0	1	3	5	-999	-999
9	0	0	0	1	0	0	-999	-999
10	0	0	0	1	0	0	-999	-999
11	1	0	0	1	0	0	-999	-999
12	0	0	0	1	0	1	-999	-999
13	0	0	0	1	2	2	-999	-999
14	0	0	0	1	4	2	-999	-999
15	1	0	0	1	0	3	-999	-999
16	1	0	1	0	0	0	-999	-999
17	0	0	1	0	0	0	-999	-999
18	1	0	0	1	0	1	-999	-999
19	0	0	1	0	3	2	-999	-999
20	1	0	0	1	0	0	-999	-999
21	0	0	0	1	0	0	-999	-999
22	0	0	0	1	0	0	-999	-999
23	0	0	0	1	8	9	-999	-999
24	0	0	0	1	1	1	-999	-999
25	1	0	0	1	0	0	-999	-999
26	1	0	0	1	0	2	-999	-999
27	0	0	0	1	0	2	-999	-999
28	1	0	0	1	1	0	-999	-999
29	1	0	0	1	3	4	-999	-999
30	0	0	0	1	0	5	-999	-999
31	0	0	0	1	1	0	-999	-999
32	0	0	0	1	12	7	-999	-999
33	0	0	0	1	0	9	-999	-999
34	0	0	0	1	1	5	-999	-999
35	0	0	0	1	3	12	-999	-999
36	0	0	1	0	0	4	-999	-999
37	0	0	1	0	1	15	-999	-999
38	0	0	0	1	2	2	-999	-999
39	0	0	0	1	0	2	-999	-999
40	0	0	0	1	2	3	-999	-999
41	0	0	0	1	2	7	-999	-999
42	0	0	0	1	0	0	-999	-999
43	0	0	0	1	0	3	-999	-999
44	0	0	0	1	0	0	-999	-999
45	0	0	0	1	0	1	-999	-999
46	0	0	0	1	5	6	-999	-999
47	1	0	0	1	0	0	-999	-999
48	0	0	0	1	11	5	-999	-999
49	1	0	0	1	0	0	-999	-999
50	1	0	0	1	0	0	-999	-999
51	1	0	0	1	0	0	-999	-999
52	1	0	0	1	2	2	-999	-999
53	1	1	0	0	0	1	-999	-999
54	0	0	0	1	0	2	-999	-999
55	0	0	0	1	0	0	-999	-999
56	1	1	0	0	1	1	-999	-999
57	0	1	0	0	1	0	-999	-999
58	0	1	0	0	0	0	-999	-999
59	0	1	0	0	0	0	-999	-999
60	1	1	0	0	1	0	-999	-999
61	0	1	0	0	1	0	-999	-999
62	0	1	0	0	1	2	-999	-999
63	1	1	0	0	0	0	-999	-999
64	1	1	0	0	2	1	-999	-999
65	1	1	0	0	2	5	-999	-999
66	0	1	0	0	0	0	-999	-999
67	0	1	0	0	2	2	-999	-999
68	0	1	0	0	0	0	-999	-999
69	1	1	0	0	0	0	-999	-999
70	1	1	0	0	0	0	-999	-999
71	1	1	0	0	4	1	-999	-999
72	1	1	0	0	3	2	-999	-999
73	1	1	0	0	0	1	-999	-999
75	1	0	1	0	0	0	-999	-999
76	1	0	1	0	1	1	-999	-999
77	0	0	1	0	2	0	-999	-999
78	0	1	0	0	0	0	-999	-999
79	1	1	0	0	0	0	-999	-999
80	1	1	0	0	0	0	-999	-999
81	1	1	0	0	0	0	-999	-999
82	1	1	0	0	1	0	-999	-999
83	1	1	0	0	0	1	-999	-999
84	0	1	0	0	1	0	-999	-999
85	0	1	0	0	0	0	-999	-999
86	0	1	0	0	0	4	-999	-999
87	0	1	0	0	1	5	-999	-999
88	0	1	0	0	0	1	-999	-999
89	1	1	0	0	0	0	-999	-999
91	0	1	0	0	4	7	-999	-999
92	0	1	0	0	3	2	-999	-999
93	0	1	0	0	6	5	-999	-999
94	1	1	0	0	1	1	-999	-999
95	0	1	0	0	0	0	-999	-999
96	0	1	0	0	0	0	-999	-999
97	1	1	0	0	2	0	-999	-999
98	0	1	0	0	0	0	-999	-999
99	0	1	0	0	0	0	-999	-999
100	1	1	0	0	0	1	-999	-999
101	1	1	0	0	0	1	-999	-999
102	0	0	1	0	0	0	-999	-999
103	0	0	1	0	0	0	-999	-999
104	0	0	1	0	3	1	-999	-999
105	0	0	1	0	1	1	-999	-999
106	1	1	0	0	1	1	-999	-999
107	1	1	0	0	1	3	-999	-999
108	0	1	0	0	1	2	-999	-999
109	1	1	0	0	0	0	-999	-999
110	0	1	0	0	0	0	-999	-999
111	1	1	0	0	0	0	-999	-999
112	0	1	0	0	0	5	-999	-999
113	0	0	0	1	0	0	-999	-999
114	1	0	0	1	0	0	-999	-999
115	1	1	0	0	0	0	-999	-999
116	1	1	0	0	0	0	-999	-999
117	0	1	0	0	1	1	-999	-999
118	0	1	0	0	0	0	-999	-999
119	1	1	0	0	0	1	-999	-999
120	1	1	0	0	0	0	-999	-999
121	0	0	1	0	1	0	-999	-999
122	0	1	0	0	0	0	-999	-999
123	0	1	0	0	1	0	-999	-999
124	0	1	0	0	2	6	-999	-999
125	1	1	0	0	5	8	-999	-999
126	1	1	0	0	0	0	-999	-999
127	1	1	0	0	0	0	-999	-999
128	1	1	0	0	0	0	-999	-999
129	1	1	0	0	2	1	-999	-999
130	0	0	1	0	2	4	-999	-999
131	1	0	1	0	0	1	-999	-999
